brand,model_year,milage,fuel_type,transmission,ext_col,int_col,accident,clean_title,price
Volkswagen,2022,14000,Gasoline,Automatic,Gray,Black,None reported,Yes,46900
Mercedes-Benz,2019,67000,Hybrid,Other,Yellow,Black,None reported,Yes,44500
Jeep,2017,84786,Gasoline,Automatic,Gray,Black,None reported,Yes,23500
Mercedes-Benz,2008,93000,Gasoline,Automatic,Black,Black,None reported,Yes,17800
Hyundai,2010,127500,Gasoline,Manual,Blue,Black,At least 1 accident or damage reported,Yes,6000
Ford,2022,8000,Electric,Automatic,Blue,Black,None reported,Yes,60999
GMC,2022,16500,Gasoline,Automatic,Gray,Gray,None reported,Yes,32900
Jaguar,2013,55700,Gasoline,Automatic,Black,Black,None reported,Yes,27200
Ford,2021,42245,Diesel,Automatic,Agate Black Metallic,Black,None reported,No,76598
Toyota,2009,78500,Gasoline,Automatic,Silver,–,None reported,Yes,12000
Ford,2018,48619,Gasoline,Automatic,Gray,White,None reported,Yes,51499
Jeep,2021,51105,Hybrid,Automatic,Black Clearcoat,Black,None reported,Yes,42700
Ford,2016,25880,E85 Flex Fuel,Automatic,Red,Gray,None reported,Yes,25500
Tesla,2021,20100,Electric,Automatic,Red,Black,None reported,Yes,69995
Toyota,2018,25083,Gasoline,Automatic,Red,Gray,At least 1 accident or damage reported,Yes,34955
Audi,2002,69300,Gasoline,Manual,Gray,Black,At least 1 accident or damage reported,Yes,9995
Toyota,2019,46000,Hybrid,Variator,Silver,Black,None reported,Yes,40000
Jeep,2008,141485,Gasoline,Automatic,Black,Gray,At least 1 accident or damage reported,Yes,6500
Toyota,2018,63990,Gasoline,Automatic,White,Gray,At least 1 accident or damage reported,Yes,48000
Ford,2020,19400,Gasoline,Automatic,White,Black,None reported,Yes,58000
Subaru,2013,129858,Gasoline,Automatic,Silver,Black,At least 1 accident or damage reported,Yes,13490
Volvo,2012,102000,Gasoline,Automatic,Blue,Beige,None reported,Yes,10800
Subaru,2010,8700,Gasoline,Manual,Gray,Black,None reported,Yes,39900
Chevrolet,2018,49279,Electric,Automatic,Red,Gray,None reported,Yes,17500
Chevrolet,2004,148800,Gasoline,Automatic,Red,Black,None reported,Yes,6500
Cadillac,2012,160249,E85 Flex Fuel,Automatic,Black,Black,None reported,Yes,12900
Chrysler,2004,45000,Gasoline,Automatic,Gray,Gray,None reported,Yes,6000
Chevrolet,2006,169000,Diesel,Automatic,White,Gray,None reported,Yes,19500
Mercedes-Benz,2017,46000,Gasoline,Automatic,Gray,Black,None reported,Yes,56000
Ferrari,2019,13900,Gasoline,Other,Red,Black,None reported,Yes,315000
Acura,2015,38000,Gasoline,Automatic,White,Black,None reported,Yes,21900
Chevrolet,2006,42000,Gasoline,Manual,Orange,Black,None reported,Yes,42000
Lexus,2024,300,Hybrid,Automatic,Black,Black,None reported,Yes,50999
Mercedes-Benz,2008,120800,Gasoline,Automatic,Red,Beige,None reported,Yes,13900
Jeep,2020,76313,Gasoline,Automatic,Hellayella Clearcoat,Black,None reported,Yes,35234
Chevrolet,2012,104000,E85 Flex Fuel,Automatic,Blue,Gray,At least 1 accident or damage reported,Yes,16500
Lexus,2010,97097,Gasoline,Automatic,Red,Beige,At least 1 accident or damage reported,Yes,22000
Jeep,2008,136731,Gasoline,Automatic,Yellow,Gray,None reported,Yes,15900
RAM,2017,40200,Gasoline,Automatic,Blue,Gray,At least 1 accident or damage reported,Yes,24000
Ford,2021,39105,Gasoline,Automatic,Black,–,None reported,Yes,44605
Mercedes-Benz,2017,23567,Gasoline,Other,White,Black,At least 1 accident or damage reported,Yes,215000
BMW,2021,12500,Gasoline,Automatic,Gray,Blue,At least 1 accident or damage reported,Yes,90000
Chevrolet,2019,38900,Gasoline,Automatic,White,Black,None reported,Yes,34700
Lincoln,2016,84272,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,25221
Mercedes-Benz,2016,58375,Gasoline,Automatic,White,Beige,None reported,Yes,24999
Ford,2007,7346,Gasoline,Manual,Red,Black,None reported,Yes,40999
Dodge,2008,98231,Gasoline,Automatic,Blue,Black,At least 1 accident or damage reported,Yes,15500
Jaguar,2007,56000,Gasoline,Automatic,White,Beige,None reported,Yes,18000
Honda,2020,13935,Gasoline,Variator,Gray,Black,None reported,Yes,26000
Subaru,2019,30000,Gasoline,Variator,Gray,Black,At least 1 accident or damage reported,Yes,21250
Saab,2009,106000,Gasoline,Automatic,Red,Black,None reported,Yes,12950
BMW,2014,82978,Gasoline,Automatic,Black,White,None reported,Yes,18700
Jeep,2018,58500,Gasoline,Automatic,Black,Black,None reported,Yes,35000
Ford,2015,92421,Diesel,Automatic,White,Brown,None reported,Yes,51900
Mazda,2020,9927,Gasoline,Automatic,Snowflake White Pearl,Black,None reported,Yes,27518
Jeep,2000,122945,Gasoline,Manual,Beige,Brown,None reported,Yes,13900
Lexus,2006,110250,Gasoline,Automatic,White,Beige,None reported,Yes,11000
INFINITI,2011,103010,Gasoline,Automatic,Black,Beige,None reported,Yes,13500
Hyundai,2017,55359,Gasoline,Automatic,Ironman Silver,Black,None reported,No,15599
Chevrolet,2002,118500,Gasoline,Automatic,Silver,Black,At least 1 accident or damage reported,Yes,5900
Rivian,2022,7800,Electric,Automatic,Green,Black,None reported,Yes,92500
Land,2020,41500,Hybrid,Automatic,Gray,Gray,None reported,Yes,68000
BMW,2020,28000,Gasoline,Automatic,White,White,None reported,Yes,59900
Mercedes-Benz,2014,53500,Gasoline,Automatic,Black,Brown,None reported,Yes,24500
Honda,2021,33523,Hybrid,Automatic,Lunar Silver Metallic,Gray,None reported,No,28748
Toyota,2016,86300,Hybrid,Automatic,Gray,Black,At least 1 accident or damage reported,Yes,18000
Subaru,2022,7738,Gasoline,Other,Orange,Black,At least 1 accident or damage reported,Yes,33000
Bentley,2020,22001,Gasoline,Automatic,Beluga Black,Hotspur Hide,None reported,Yes,173995
Ford,2022,14361,Gasoline,Automatic,Black,Black,None reported,Yes,51500
Chevrolet,2016,98000,E85 Flex Fuel,Other,Gray,Gray,At least 1 accident or damage reported,Yes,30000
Chevrolet,2022,30455,Gasoline,Automatic,Summit White,Jet Black,None reported,No,37698
Ford,2020,64552,Gasoline,Automatic,Iconic Silver Metallic,Ebony,At least 1 accident or damage reported,Yes,36750
Lexus,2017,103866,Gasoline,Automatic,Beige,Beige,At least 1 accident or damage reported,Yes,24700
Land,2019,35650,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,57999
Ford,2021,64957,Gasoline,Automatic,Black,Light Slate,None reported,Yes,39979
Dodge,2012,33700,–,Manual,Black,Black,None reported,Yes,33500
Chevrolet,2012,96653,Gasoline,Automatic,Black,Brown,At least 1 accident or damage reported,Yes,7500
Dodge,2022,29500,Gasoline,Automatic,Gray,Black,None reported,Yes,31000
Porsche,2021,7400,Gasoline,Automatic,Red,Black,None reported,No,116999
Volvo,2012,69000,Gasoline,Automatic,Silver,Black,At least 1 accident or damage reported,Yes,15900
Lexus,2005,198000,Gasoline,Automatic,Gray,Gray,At least 1 accident or damage reported,Yes,15500
Porsche,2015,23600,Gasoline,Manual,Red,Black,None reported,Yes,132900
Volvo,2008,170000,Gasoline,Automatic,White,Beige,None reported,Yes,7000
Nissan,2008,76500,Gasoline,Manual,Silver,Red,At least 1 accident or damage reported,Yes,28000
Porsche,2007,73500,Gasoline,Automatic,Black,Black,None reported,Yes,75499
Land,2020,29000,Hybrid,Automatic,Black,Black,None reported,Yes,70000
Porsche,2017,69404,Plug-In Hybrid,Automatic,Black,Beige,At least 1 accident or damage reported,Yes,29500
Lexus,2007,103000,Gasoline,Automatic,Red,Beige,At least 1 accident or damage reported,Yes,12900
Porsche,2015,70500,Gasoline,Other,Silver,Black,At least 1 accident or damage reported,Yes,26500
Land,2016,64000,Gasoline,Other,White,White,None reported,Yes,36995
GMC,2018,63460,E85 Flex Fuel,Automatic,White,Beige,None reported,Yes,33000
Toyota,2018,32199,Gasoline,Automatic,Silver,Black,None reported,Yes,35500
Hyundai,2020,69487,Gasoline,Automatic,White,Black,None reported,Yes,32000
GMC,2015,86000,Diesel,Automatic,Gray,Brown,None reported,Yes,49000
Genesis,2022,8730,Gasoline,Automatic,Alta White,Red,None reported,No,48219
Dodge,2002,70000,Gasoline,Automatic,Red,Beige,At least 1 accident or damage reported,Yes,8000
Chevrolet,2017,70000,Gasoline,Automatic,White,Gray,At least 1 accident or damage reported,Yes,17900
Audi,2015,83420,E85 Flex Fuel,Automatic,Red,Gray,At least 1 accident or damage reported,Yes,16000
Nissan,2003,189000,Gasoline,Automatic,Silver,Beige,At least 1 accident or damage reported,Yes,2899
Porsche,2017,31500,Gasoline,Automatic,Blue,Red,None reported,Yes,97555
BMW,2015,85766,Gasoline,Automatic,Gray,Black,None reported,Yes,13000
GMC,2018,92800,Gasoline,Automatic,White,Black,None reported,Yes,34000
Land,2021,13970,Hybrid,Automatic,Gray,Black,None reported,Yes,75500
Porsche,2023,154,Gasoline,Automatic,Python Green,Black,None reported,No,274900
Toyota,2000,265000,Gasoline,Automatic,Black,Beige,None reported,Yes,15500
Scion,2011,95426,Gasoline,Automatic,Green,Gray,None reported,Yes,8000
Honda,2001,119900,Gasoline,Manual,Black,Red,At least 1 accident or damage reported,Yes,18000
Mazda,2020,23162,Gasoline,Automatic,Soul Red Crystal Metallic,Black,None reported,Yes,25495
BMW,2023,3950,Gasoline,Automatic,White,Blue,None reported,Yes,83500
Porsche,2006,80000,Gasoline,Manual,Black,Beige,None reported,Yes,43000
Ford,2015,94634,E85 Flex Fuel,Automatic,White,Black,At least 1 accident or damage reported,Yes,32500
Chevrolet,2007,65000,Gasoline,Automatic,Silver,Beige,At least 1 accident or damage reported,Yes,33885
Lexus,2008,100000,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,11500
Toyota,2023,500,Hybrid,Automatic,White,Black,None reported,Yes,59500
Mercedes-Benz,2021,7856,Gasoline,Automatic,China Blue,Black,None reported,Yes,425000
Audi,2011,181000,Gasoline,Automatic,White,Black,None reported,Yes,5500
Mercedes-Benz,2018,48700,Gasoline,Automatic,Blue,Brown,None reported,Yes,27900
Porsche,2009,13500,Gasoline,Manual,Gray,Black,None reported,Yes,130000
Toyota,2017,87500,Gasoline,Automatic,Silver,Black,None reported,Yes,20000
Jaguar,2000,45000,Gasoline,Automatic,Silver,Beige,None reported,Yes,12500
Chevrolet,1996,85760,Gasoline,Automatic,Silver,Black,None reported,Yes,14500
Tesla,2018,36187,Electric,Automatic,White,Black,None reported,Yes,28895
Hyundai,2022,13666,Gasoline,Automatic,Portofino Gray,Black,None reported,No,27999
Porsche,2007,50500,Gasoline,Manual,Silver,Black,None reported,Yes,56000
Lincoln,2021,19291,Gasoline,Automatic,Black,Ebony,None reported,No,44340
Ford,2012,1295,Gasoline,Manual,Silver,Black,None reported,Yes,49990
Cadillac,2017,55000,Gasoline,Automatic,White,Beige,At least 1 accident or damage reported,Yes,49900
MINI,2010,74000,Gasoline,Manual,Yellow,Black,None reported,Yes,9650
Dodge,2022,14976,Gasoline,Automatic,White Knuckle Clearcoat,Black,None reported,Yes,49999
BMW,2018,25348,Gasoline,Automatic,Imperial Blue Metallic,Black,At least 1 accident or damage reported,No,33889
Chevrolet,2010,23133,Gasoline,Manual,White,Black,None reported,Yes,35000
Jaguar,2018,34322,Diesel,Automatic,Blue,Beige,None reported,No,29998
Dodge,2021,39960,Gasoline,Automatic,White,Gray,At least 1 accident or damage reported,Yes,28500
BMW,2016,76400,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,31300
Ford,2022,18533,Gasoline,Automatic,White,Ebony,None reported,Yes,38978
GMC,2023,7500,Gasoline,Automatic,Gray,Black,None reported,Yes,92888
INFINITI,2022,26520,Gasoline,Automatic,Blue,Brown,At least 1 accident or damage reported,Yes,64000
Land,2014,59500,E85 Flex Fuel,Automatic,Red,Black,None reported,Yes,33800
Honda,2020,44000,Gasoline,Automatic,White,Black,None reported,Yes,34999
Pontiac,2001,111000,Gasoline,Automatic,White,Gray,None reported,Yes,11000
Toyota,2016,82260,Gasoline,Automatic,Nautical Blue Pearl,Black,None reported,Yes,31906
Porsche,2006,52744,Gasoline,Other,Gray,Black,At least 1 accident or damage reported,Yes,37500
BMW,2019,28200,Plug-In Hybrid,Other,Gray,Beige,At least 1 accident or damage reported,Yes,79950
Nissan,2000,194277,Gasoline,Automatic,Blue,Beige,At least 1 accident or damage reported,Yes,2300
Pontiac,2001,91812,Gasoline,Automatic,Green,Black,None reported,Yes,12850
Chevrolet,2018,84224,Gasoline,Automatic,Tungsten Metallic,Jet Black,None reported,Yes,43775
BMW,2018,66690,Gasoline,Other,Gray,Black,At least 1 accident or damage reported,Yes,24900
Mercedes-Benz,2018,41500,Gasoline,Automatic,White,Brown,At least 1 accident or damage reported,Yes,39848
BMW,2014,85095,Gasoline,Automatic,Black,Brown,At least 1 accident or damage reported,Yes,24900
Volvo,2015,39000,Gasoline,Other,Silver,Gray,At least 1 accident or damage reported,Yes,17900
Tesla,2022,20500,Electric,Automatic,Gray,Black,None reported,Yes,46500
Ford,2019,112000,Diesel,Automatic,Black,Black,None reported,Yes,61995
Volkswagen,2023,1716,Electric,Automatic,Gray,Gray w/Blue Bolsters,None reported,No,39998
Audi,2016,90360,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,15499
Ford,2020,82146,Gasoline,Automatic,Gray,Ebony,None reported,Yes,30825
Ford,2020,16850,Gasoline,Automatic,Blue,Black,At least 1 accident or damage reported,Yes,41000
Honda,2003,101000,Gasoline,Manual,Silver,Black,None reported,Yes,28000
BMW,2015,68750,Gasoline,Manual,Red,Black,None reported,Yes,25999
Lamborghini,2018,5858,Gasoline,Automatic,White,Gray,None reported,Yes,491836
Dodge,2004,143000,Gasoline,Automatic,Beige,Beige,None reported,Yes,3200
Nissan,2005,152270,Gasoline,Automatic,Green,Beige,At least 1 accident or damage reported,Yes,6900
Kia,2021,19605,Gasoline,Automatic,Glacial White Pearl,Black,None reported,No,33591
Chevrolet,2020,19200,Gasoline,Automatic,Gray,Black,None reported,Yes,69999
Chevrolet,2004,64500,Gasoline,Automatic,Beige,Beige,None reported,Yes,5900
Toyota,2011,149000,Gasoline,Automatic,Black,Beige,None reported,Yes,18995
McLaren,2018,5918,Gasoline,Automatic,Silician Yellow,Jet Black,None reported,No,179900
Pontiac,1997,134033,Gasoline,Automatic,Red,Beige,At least 1 accident or damage reported,Yes,7200
Kia,2019,37226,Gasoline,Automatic,Snow White Pearl,Black,None reported,No,34998
Ford,2017,71924,Gasoline,Automatic,Beige,Beige,None reported,Yes,13700
Lamborghini,2021,5718,Gasoline,Automatic,Arancio Borealis,Nero Ade,None reported,No,279991
Jeep,2014,122200,Gasoline,Automatic,Orange,Black,At least 1 accident or damage reported,Yes,21500
Land,2020,37248,Hybrid,Automatic,Silver,Black,None reported,Yes,54500
Chevrolet,1999,88750,Gasoline,Automatic,White,Gray,None reported,Yes,6800
Cadillac,2008,64800,Gasoline,Automatic,Black,Black,None reported,No,24700
Ford,2014,112180,Hybrid,Automatic,White,Charcoal Black,None reported,No,12599
RAM,2015,149130,Diesel,Automatic,White,Black,At least 1 accident or damage reported,Yes,35000
Tesla,2020,88000,Electric,Automatic,Gray,White,None reported,Yes,35500
Toyota,2018,74000,Gasoline,Automatic,White,Black,None reported,Yes,27950
Ford,2019,44460,Gasoline,Automatic,Red,Gray,None reported,Yes,34500
GMC,2015,96000,Gasoline,Automatic,Blue,Beige,None reported,Yes,17000
Porsche,2005,75000,Gasoline,Manual,Silver,Black,None reported,No,17500
Dodge,2014,95000,Gasoline,Other,Black,Black,None reported,Yes,17900
Land,2016,49799,Gasoline,Automatic,Brown,Brown,None reported,Yes,37500
Ford,2006,27407,Gasoline,Manual,Silver,Red,None reported,Yes,21750
Alfa,2020,23339,Gasoline,Automatic,Rosso,Black,None reported,No,34645
Tesla,2016,74122,Electric,Automatic,Black,Black,None reported,Yes,35900
Jaguar,1997,50000,Gasoline,Automatic,White,Beige,None reported,Yes,6000
Mercedes-Benz,2021,14745,Gasoline,Automatic,Graphite Grey,–,None reported,No,38998
Chevrolet,2021,2700,Gasoline,Other,Blue,Blue,None reported,Yes,85950
Buick,2012,190000,Gasoline,Automatic,Beige,Beige,At least 1 accident or damage reported,Yes,6000
Audi,2014,90236,E85 Flex Fuel,Other,Gray,Black,None reported,Yes,9999
Jeep,2020,4000,Gasoline,Automatic,Silver,Black,None reported,Yes,50000
Land,2022,2220,Hybrid,Automatic,Blue,White,None reported,Yes,115999
GMC,2017,124000,Gasoline,Automatic,Gray,Beige,At least 1 accident or damage reported,Yes,32000
Ford,2019,45163,Gasoline,Automatic,Red,–,None reported,Yes,35690
Volkswagen,2020,49400,Gasoline,Automatic,Black,Brown,None reported,Yes,20900
Porsche,2020,11256,Gasoline,Automatic,Red,Black,None reported,Yes,124900
Chevrolet,2021,13700,Gasoline,Automatic,White,Red,None reported,Yes,75000
Land,2011,174678,Gasoline,Automatic,Black,Black,None reported,Yes,9500
Lexus,2022,1600,Hybrid,Automatic,White,Black,None reported,Yes,59000
Porsche,2019,15509,Gasoline,Automatic,Lizard Green,Black,None reported,No,229900
Ford,2020,69849,Gasoline,Automatic,Red,Ebony,None reported,Yes,48149
Toyota,2008,160000,Gasoline,Automatic,White,–,At least 1 accident or damage reported,Yes,17000
Toyota,2016,40000,not supported,Automatic,Silver,Black,None reported,Yes,9500
Ford,2007,228000,Gasoline,Automatic,Red,Beige,At least 1 accident or damage reported,Yes,3850
GMC,2008,187000,–,Automatic,Red,Gray,At least 1 accident or damage reported,Yes,6100
Mercedes-Benz,2015,102000,Gasoline,Automatic,Black,Black,None reported,Yes,17000
Cadillac,2016,48000,Gasoline,Automatic,White,Black,At least 1 accident or damage reported,Yes,24995
Chrysler,2012,163500,E85 Flex Fuel,Automatic,Gray,Beige,None reported,Yes,5949
Porsche,2023,1500,Gasoline,Automatic,Silver,Black,None reported,Yes,149000
Porsche,2021,2100,Gasoline,Manual,Yellow,Black,None reported,No,136900
Ford,2018,66281,Diesel,Other,Gray,Black,None reported,Yes,63500
Ford,2021,18000,Electric,Automatic,Blue,Black,None reported,Yes,39499
Ford,2014,27300,Gasoline,Automatic,Gray,Gray,None reported,Yes,21500
Mazda,2020,19319,Gasoline,Automatic,Snowflake White Pearl,Black,At least 1 accident or damage reported,Yes,24899
Mercedes-Benz,2016,32936,Gasoline,Other,White,Beige,At least 1 accident or damage reported,Yes,90000
BMW,2017,30450,Gasoline,Other,White,Black,None reported,Yes,52999
Jeep,2017,38200,Gasoline,Automatic,Red,–,None reported,Yes,29500
Jeep,2020,26315,Gasoline,Automatic,Black Clearcoat,Black,None reported,Yes,31871
Chevrolet,2003,110000,Gasoline,Automatic,Green,Beige,None reported,Yes,8900
MINI,2014,19700,Gasoline,Automatic,Silver,Black,None reported,Yes,13500
Honda,2008,192000,Gasoline,Automatic,Black,Gray,At least 1 accident or damage reported,Yes,11000
Porsche,2017,26000,Gasoline,Other,Gray,Red,None reported,Yes,116911
Subaru,2008,98313,Gasoline,Automatic,Silver,Gray,None reported,Yes,7495
Cadillac,2021,66500,Gasoline,Automatic,Silver,Black,None reported,Yes,28500
Nissan,2022,19877,Gasoline,Automatic,Super Black,Charcoal,None reported,No,18999
Kia,2021,16100,Gasoline,Automatic,Blue,Black,None reported,Yes,25500
GMC,2016,83858,Gasoline,Automatic,Blue,Gray,At least 1 accident or damage reported,Yes,27633
Mercedes-Benz,2020,24108,Gasoline,Automatic,Black,Black,None reported,Yes,56000
Ford,2020,42609,Gasoline,Automatic,Magnetic Metallic,Ebony,At least 1 accident or damage reported,Yes,32107
Subaru,2017,160000,Gasoline,Automatic,White,Beige,At least 1 accident or damage reported,Yes,7750
INFINITI,2017,121525,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,28500
Kia,2023,6423,Gasoline,Automatic,Gray,Black,None reported,Yes,42500
Pontiac,2007,62310,Gasoline,Automatic,Gray,Black,None reported,Yes,12900
Mazda,2021,21444,Gasoline,Automatic,Polymetal Gray Metallic,Red,None reported,Yes,29995
